id,title,comment,organization,agency,attachment
ATF-2023-0002-346102,Comment on FR Doc # 2023-19177,"Gun Owners of America has informed me that ATF has weaponized the Bipartisan Safer Communities Act as a backdoor to enact Universal Background Checks and Firearm Registration by claiming that hundreds of thousands of gun owners who sell a few personal firearms suddenly now must become federally licensed as gun dealers. <br/><br/>The ATF’s proposed rule ATF 2022R-17 is an unconstitutional and blatantly erroneous interpretation of federal law and must not be finalized. <br/><br/>1. ATF is wrong to suggest a single firearm sale—or no sale at all—might require a license:<br/><br/>ATF’s rule claims that the agency has opted not to ""establish[] a threshold number of firearm sales per year"" that require licensure, and instead suggests that ""even a single firearm transaction, or offer to engage in a transaction, when combined with other evidence, may be sufficient to require a license.""<br/>However, the statutes enacted by Congress clearly do not intend to regulate the conduct of an individual who merely sells a single firearm. Instead, 18 U.S.C. 921(a)(11), (21), (22), and (23) clearly contemplate regulating someone who ""regular[ly]"" and ""repetitive[ly]"" either (a) manufactures and sells or (b) purchases and resells multiple ""firearms."" <br/><br/>2. ATF fails to protect unlicensed conduct exempted by Congress:<br/><br/>Additionally, Congress also expressly exempted ""occasional sales, exchanges, or purchases of firearms for the enhancement of a personal collection or for a hobby."" According to Congress, ATF cannot presume anyone to be ""engaged in the business"" of dealing in firearms simply because they sold a few guns on a few occasions. In contrast, ATF’s rule provides no such assurances.<br/><br/>3. Wrongfully licensing constitutionally protected activity will lead to warrantless searches and additional constitutional violations:<br/><br/>Moreover, by selling a single firearm—and thus purportedly coming under the jurisdiction of the ATF as a newly-minted gun dealer—private gun owners can now be subjected to warrantless searches of their homes and their firearm collections. This is a clear violation of both the Second and Fourth Amendments, and it runs totally contrary to the Supreme Court’s Caniglia decision in 2021. <br/><br/>In that case, the Biden administration fully supported the ability of law enforcement to conduct warrantless searches of firearms in the home as part of a so-called ""welfare check."" But the Supreme Court ruled against the Rhode Island police—and the Biden administration—with a 9-0 vote. Now, the Biden administration is trying to implement warrantless searches though the back door and without even having a vote in Congress.<br/><br/>4. ATF suggests it might deny a license to applicants who the agency ordered to become licensed:<br/><br/>One footnote in this proposed rule suggests the ATF might prevent a person from obtaining a license to even engage in future firearm transactions because they were presumed to have ""willfully engaged in the business of dealing in firearms without a license."" Therefore, the agency might warn that individual of their purportedly unlawful behavior. <br/><br/>Such an individual, wishing to complete a future firearm transaction without ATF harassment, might submit an application to obtain a license to deal in firearms. But ATF’s footnote suggests the law-abiding individual might be denied the license simply because their previous conduct was presumptively unlawful. Thus, law-abiding citizens wishing to avoid any legal grey area created by this ATF rule are damned if they do get a license, and damned if they don’t! <br/><br/>5. ATF’s backdoor Universal Background Check includes Universal Firearms Registration: <br/><br/>So-called ""Universal Background Checks"" are only enforceable with a gun registry. This rule proposes that private citizens be regulated by the federal government as gun dealers, forcing them to run background checks on every firearm transaction in a backdoor attempt to require private citizens to create, maintain, and eventually turn over these registration papers. Failure to fill out registration paperwork and create a paper trail for even a single firearm transaction will be considered a federal crime. <br/><br/>The Biden Administration described this as ""moving the U.S. as close to universal background checks as possible without additional legislation."" And the rule is only enforceable by cannibalizing the existing commercial federal firearms license and background check system into an unconstitutional, illegal gun registration scheme for all firearm sales. <br/><br/>But as ATF checks in on private transactions, those who privately transfer a firearm without a license and who do not maintain federal gun registration paperwork will be presumed by ATF to be in noncompliance with the law. As such, this rule exceeds statute and infringes on the constitutional right protected by the Second Amendment.",,,
FDA-2015-N-0030-67621,"Comment from Daly, Linda","I am writing to express my concern about the potential loss of access to compounded GLP-1 treatments, which hundreds of thousands of Americans have found to be essential for managing their health.<br/><br/>Due to affordability and availability issues, patients have relied on compounded semaglutide through Hers as an alternative to the brand-name medications from Eli Lilly and Novo Nordisk. If the FDA moves forward with restricting compounded GLP-1s, patients will be faced with the difficult choice of either spending significantly more money on name-brand products or forgoing a treatment that has been life-changing. <br/><br/>Compounded GLP-1s are not just an alternative—they are essential medications for patients who rely on them to manage their health safely and effectively. Restricting access to compounded GLP-1s would undermine the health of patients who have no other viable options.<br/><br/>I ask you to consider the real, life-changing impact of these treatments. Please ensure that patients continue to have access to compounded GLP-1s as a critical part of health management. I hope that the administration listens to the voices of those who support and depend on this medication. <br/><br/>Thank you for your attention to this matter.",,,
CEQ-2019-0003-569858,MM49 Comment Submitted by Johnny Long,"Attn: Docket No. CEQ-2019-0003<br/><br/>I am writing in support of the Administration's efforts to reform the National Environmental Policy Act (NEPA). For nearly four decades, NEPA's burdensome and overbearing regulations have held back American infrastructure while our roads and bridges deteriorated.<br/><br/>It's time for that to change. We must take advantage of the opportunity we have to modernize NEPA. Reforming NEPA would unleash American investment and improve infrastructure across our country.<br/><br/>Right now, the United States ranks near the bottom in permitting among industrialized countries — 26 out of 33 — according to the World Bank's most recent 'Doing Business' study.<br/><br/>The proposed reform from the Council on Environmental Quality (CEQ) would be a huge win for everyone from the union worker to the mom driving her children to school. It will reduce delays, making it easier to repair existing structures and build brand new ones.<br/><br/>We can't continue to sit back and watch while our roads and bridges become even more degraded.<br/><br/>The benefits of reforming NEPA are incalculable and we must act now. I strongly support the Council on Environmental Quality's proposed reforms.<br/><br/>Regards, <br/>Johnny Long<br/>86737 E Veiros Street<br/>San Manuel, AZ, 85618<br/>",,,
FS-2023-0006-26302,Comment on FR Doc # 2023-08429,"Dear United States Forest Service,<br/><br/>Thank you for taking this initial step to protect, conserve, and manage our public lands with climate as a priority. We are calling on you to urgently create a strong, lasting national rule that protects mature and old-growth trees and forests across federal lands from the threat of logging. Protecting and recovering these natural climate solutions would be a crucial piece of U.S. climate policy.  <br/><br/>Safeguarding and expanding carbon-rich forests on Forest Service and Bureau of Land Management lands is one of the most important, cost-effective, and timely approaches to fighting the climate crisis. Mature trees store and continue to absorb large amounts of carbon in addition to providing the public with clean drinking water, habitat for imperiled wildlife, and world-class recreational opportunities. Larger, older trees are also far more fire resistant, and a well-constructed rule would not preclude necessary, science-based efforts to address the risk of fire.   <br/><br/>Unfortunately, vital mature forests and trees on federal lands are currently threatened by numerous proposed and ongoing logging projects, in spite of President Biden’s executive order to conserve them. We need to ensure America's mature and old-growth trees and forests remain in place to mitigate climate change, and to maintain their natural benefits for future generations. Thank you for your leadership on these important issues.<br/><br/>Sincerely,<br/>Sara Brydges<br/>Concord, MA 01742<br/>sbrydges@comcast.net",,,
NPS-2018-0005-176771,Comment on FR Doc # 2018-10735,"I urge you not to adopt the proposed rule regarding recreational hunting on Alaskan federal preserves. The existing National Park Service rule considered strong public input opposing the extreme hunting practices at issue. The National Park Services process rightly concluded these hunting practices have adverse impacts on public safety, are inconsistent with federal law and potentially alter natural predator-prey dynamics for the purpose of increasing sport harvests.<br/><br/>The Department of Interiors new proposed rule to abandon these protections for Alaskan wildlife on Alaskan federal preserves would sacrifice the health of publicly owned lands and wildlife populations for the benefit of a small group of extreme sport hunters. <br/>I urge the Department of Interior not to finalize the proposed rule revoking regulations on hunting practices in Alaskan federal preserves, and to instead retain existing rules properly considering the interest of all Americans. Thank you for considering my comments.",,,
OSHA-H122-2006-0956-10293,9-27015: Comment from MELVIN CRAFFORD; MELVIN R CRAFFORD,"CRAFFORD MELVIN R, MELVIN R CRAFFORD",MELVIN R CRAFFORD,,-1
ATF-2021-0002-122801,Comment on FR Doc # 2021-12176,Thanks to these braces I am able to shoot again,,,
BLM-2018-0001-206489,Comment on FR Doc # 2018-03144,I oppose the rollback of the Bureau of Land Management's Methane and Waste Prevention Rule. It gives a free pass to oil and gas companies to waste American energy and pollute on our public lands. This proposal is a huge step backward on the fight to tackle climate change.,,,
WHD-2017-0003-173006,"Lungo, Mark"," ,<br/><br/>I oppose the proposed rule (RIN: 1235-AA21). <br/><br/>I'm calling on the DOL to withdraw the rule, not only because it's bad, but because of the compromised process and cover-up. The DOL knew that this would steal billions of dollars from workers, and hid the information from the public. That is so wrong.<br/><br/>It would go against decades of federal and state law and precedent safeguarding tips as the property of the workers who receive them, by allowing employers to take control of their employees tips. <br/><br/>The Fair Labor Standards Act was amended in 1974 to clarify that tips are to be retained by the employee except when a valid tip pooling arrangement is in place. <br/><br/>In 2011, the DOL issued new regulations to reinforce the FLSA and over 40 years of custom and practice by the DOL and state agencies, affirming that tips are always the property of the employee (29 C.F.R.  531.52).<br/><br/>If adopted, this regulation would force a vulnerable workforce further into poverty, economic instability, and vulnerability to harassment and assault. <br/><br/>I urge the Department of Labor to withdraw this proposed rule.<br/><br/>Mark Lungo<br/>marklungo@juno.com<br/>55 West Bagley Road<br/>Berea, Ohio 44017-1997",,,
HHS-OS-2011-0023-48446,Comment on FR Doc # 2011-19684,"Pregnancy is not a disease, and drugs and surgeries to prevent it are not basic health care that the government should require all Americans to purchase.  Please remove sterilization and prescription contraceptives from the list of ""preventive services"" the federal government is mandating in private health plans.  It is especially important to exclude any drug that may cause an early abortion, and to fully respect religious freedom as other federal laws do.  The narrow religious exemption in HHS's new rule protects almost no one. I urge you to allow all organizations and individuals to offer, sponsor and obtain health coverage that does not violate their moral and religious convictions.",,,
NRCS-2022-0015-0222,Comment on FR Doc # 2022-25292,"Thank you for the opportunity to provide comment on the implementation of the Inflation Reduction Act (IRA) funding allocated to the Natural Resources Conservation Service (NRCS). As an alfalfa farmer, I am requesting NRCS incentivize the use and integration of alfalfa in NRCS programs to capitalize on the unique environmental and conservation benefits it brings to the agricultural landscape.<br/><br/> <br/><br/>Earlier this year, the House and Senate Agriculture Appropriations Committee report language recognized alfalfa as a ‘climate-smart’ commodity with exceptional capacity for carbon sequestration and decreased reliance on synthetic nitrogen fertilizers.<br/><br/> <br/><br/>Alfalfa has many benefits: as a perennial crop, it offers unique opportunities for carbon sequestration in its extensive deep-rooted system; it requires less tillage and builds soil organic matter; it reduces erosion; it has been shown to produce much less methane in ruminant animal digestion, as opposed to feeding higher grain diets; it is a leguminous plant that utilizes ‘free’ nitrogen from the atmosphere and does not require additional nitrogen fertilizers which are carbon intensive. And yet, NRCS has virtually overlooked the nation’s 4th most valuable field crop when developing its conservation programs. THAT NEEDS TO CHANGE.<br/><br/> <br/><br/>Programs such as Environmental Quality Incentives Program (EQIP), Conservation Stewardship Program (CSP); Regional Conservation Partnership Program (RCPP); and Agricultural Conservation Easement Program (ACEP) are just a few of the many NRCS programs through which to encourage greater utilization of alfalfa to capture these important environmental benefits.<br/><br/> <br/><br/>I applaud your effort to gather public comment on this important issue and strongly encourage you to work in partnership with alfalfa farmers and alfalfa organizations to develop programs capitalizing on alfalfa’s unique environmental benefits as you implement programs under IRA to fund the deployment of climate-smart practices.<br/><br/>",,,
FDA-2021-N-1326-1902,Comment from Arnold Jeannette,"The FDA needs to prioritize the public's health and safety and ban the cancer-causing swine drug carbadox. <br/><br/>To ensure consumer and food worker safety as well as protect the environment, pigs should not be given carbadox. Use of the drug creates dangerous residues in food products and results in residues of carbadox and its metabolites in surface waters in states with large numbers of pig producing facilities. <br/><br/>I depend upon the FDA to ensure my food is healthy to eat. Since at least 2003, the FDA has recognized that the use of carbadox in pigs puts consumers at risk of carcinogenic residues. The international standard setting body Codex Alimentarius found that there is no safe level of residues of carbadox or its metabolites in food that represents an acceptable risk to consumers. Currently, there is no approved and adequate method for detecting residues, and this puts the public at risk. FDA should withdraw the approval immediately in order to protect public health.",,,
DEA-2016-0015-2457,Comment on FR Doc # 2016-24659,I have been addicted to pain pills for 8 years due to a severe motorcycle accident I couldn't do nothing but try to figure out where I was getting pills from then I found Kratom and gave me my life back and also helped ease the pain I am always in and for once something that made me feel like myself again now I can spend time with my 2 sons and my wife please don't take it away from us that need it I don't want to end up on the death penalty of being a pain pill addict again because I will end up overdosing and my children will lose their father,,,
IRS-2023-0066-21585,"Comment from Mosher, Moya","Thank you for issuing this strong guidance that recognizes the real impacts of producing hydrogen and clarifies which hydrogen projects will be eligible for the 45V tax credit established by the Inflation Reduction Act. The draft guidance avoids wasting billions of tax dollars on subsidies for dirty hydrogen production projects that would spike climate and health-harming pollution.  <br/><br/>Hydrogen produced by fossil fuels is never a climate solution and tax credits should only go to hydrogen projects that are truly clean. Clean hydrogen production must meet three key requirements: Electrolysis must be powered by clean electricity that is 1) drawn from newly built carbon-free sources, 2) physically deliverable to the electrolysis facility, and 3) matched hourly with the electrolyzer’s power consumption. <br/><br/>The Biden administration must account for the full harms of producing hydrogen from methane, but its current modeling assumptions undercount climate pollution from the methane gas industry. The administration must also reject schemes that would reward polluters for creating more methane or allow the fossil fuel industry to greenwash its methane with biogas credits.  <br/><br/>The Inflation Reduction Act represents the single biggest federal effort to combat the global climate crisis, but its success greatly depends on how this administration implements it. We urge your agency to finalize strong guidance that will drive taxpayer dollars towards projects that do not exacerbate climate pollution from power plants or spur more fossil gas drilling.<br/><br/>Sincerely,<br/>Moya Mosher<br/>Columbia, SC",,,
BLM-2018-0001-212169,Comment on FR Doc # 2018-03144,I oppose the rollback of the Bureau of Land Management's Methane and Waste Prevention Rule. It gives a free pass to oil and gas companies to waste American energy and pollute on our public lands. This proposal is a huge step backward on the fight to tackle climate change.,,,
FWS-R3-ES-2024-0137-51153,"Comment from McKenna, Caephren","Dear U.S. Fish and Wildlife Service,  <br/><br/>I urge you to finalize Endangered Species Act protection for monarch butterflies without delay. The science is clear: Migratory monarch populations are facing extinction. Safeguards are urgently needed to rebuild monarch numbers because these once-common butterflies have drastically declined and now need our help to survive. <br/><br/>Protection for these beloved butterflies is warranted because of growing threats from climate change, logging of their winter habitat in Mexico and California, pesticides, ongoing loss of milkweed and wildflowers to sprawl development, and disease.  <br/><br/>Monarch protections should include safeguards from pesticides, especially insecticides that are particularly harmful to pollinators. The Endangered Species Act listing should protect monarchs from commercial sale because mass-reared monarchs threaten the health of wild populations. The listing should identify measures to prevent the import of avocados grown on illegally deforested lands in monarchs’ winter habitat.  <br/><br/>Monarchs also need a comprehensive recovery plan, conservation funding, and critical habitat designation. I support the proposal to protect their overwintering habitat in California. But eastern monarchs also need critical habitat, especially along their migratory corridors. The Service should include national wildlife refuges and other federal lands in critical habitat for eastern monarchs so that they have designated protected areas to complete their migratory journeys. <br/><br/>Monarchs are culturally significant across North America. Generations of students have learned about metamorphosis by watching their amazing lifecycle. Please make sure these orange-and-black beauties survive for future generations by finalizing their protection.<br/><br/>Sincerely,<br/>Caephren McKenna<br/>CA 94609",,,
NOAA-NMFS-2009-0029-6030,"Comment from Nathan Quade, Center for Biological Diversity","I am writing to urge the National Marine Fisheries Service to immediately enforce the Marine Mammal Protection Act Section 101 by banning swordfish imports until exporting countries demonstrate that their swordfish catch meets U.S. standards for protecting marine mammals.  This 36-year-old law protects dozens of species of dolphins, porpoises, sea lions, whales, and other species I care about while safeguarding U.S. fishers from unfair competition with unregulated foreign fishing fleets.  The time is long overdue to enforce the law and ban swordfish imports.<br/><br/>Congress recognized that fishing posed a threat to marine mammal species when it passed this provision of the Marine Mammal Protection Act over 30 years ago.  Enforcement of Marine Mammal Protection Act provisions for U.S. fisheries has led to the establishment of significant protective measures aimed at restricting harmful fishing practices and protecting marine mammal populations from unsustainable fisheries bycatch.  Congress also recognized that, if the United States' efforts to protect marine mammals from fisheries bycatch were to be successful, it would have to exert pressure on fisheries of other nations to adopt similarly protective measures.<br/><br/>The Marine Mammal Protection Act requires that all fisheries meet a ""zero mortality rate goal"" - in other words, that they reduce incidental death and serious injury of marine mammals to as close to zero as possible. This requirement has led to a number of important regulations on U.S. fishing, including gear-based requirements such as the use of pingers and net extenders, limits on the length of longlines, and as other measures like time-area closures, safe handling and release training and equipment, and mandatory observer coverage. All of these measures play a vital role in reducing fisheries' impact on populations of marine mammals and other species.<br/><br/>Banning swordfish imports until source countries demonstrate that they meet these important standards would use U.S. market power to protect marine species I care about around the world and protect the economic interests of domestic fisheries. Therefore, I strongly urge the National Marine Fisheries Service to implement the ban immediately. Thank you for your attention to this important issue.",Center for Biological Diversity,,
HHS-OS-2018-0008-204304,Comment on FR Doc # 2018-11673,"As a pro-life American, I support the Protect Life Rule, which will restrict Title X funding from going to any entity that performs, supports, or refers for abortion.<br/><br/>Abortion is neither healthcare nor family planning.",,,
DOI-2017-0002-444621,Comment on FR Doc # 2017-09490,"I urge you to support our public lands and waters and recommend that our current national monuments remain protected, especially the Northeast Canyons and Seamounts Marine National Monument. It is the first ever national marine monument in the Atlantic Ocean, and now the Northeast Canyons and Seamounts Marine National Monument is under threat from this eview.The monument protects 4,913 square miles of marine ecosystems around a series of four deep-water seamounts and three canyons in Georges Bank, about 150 miles southeast of Cape Cod, Massachusetts. I am part of the strong local support for the marine monument. I am joined by many faith and community leaders, aquariums, conservationists, and scientists. These Atlantic waters are rich with diverse marine life, including deep-sea coral and endangered whales and sea turtles. They deserve to be protected from permanent destruction of oil and gas exploration and industrial fishing. The area also helps combat overfishing by designating a safe zone for marine life. The protected area is millions of years old the oldest coral there is 4,000 years old! We need to ensure its continued protection. Do the right thing, and protect Northeast Canyons and Seamounts National Monument!",,,
CMS-2012-0031-92672,LA,"The Administration's new proposed rule does little to correct the underlying problems in its contraceptive mandate, which continues to violate many Americans' right of religious freedom. <br/><br/>The rule exempts only an extremely narrow set of religious employers, primarily ""houses of worship.""   Almost all private health plans must cover sterilization and all FDA-approved ""contraceptives,"" including drugs that can cause abortion, as well as ""education and counseling"" promoting these to women and girls.  This coverage will be imposed ""automatically"" even on the employees of many religious organizations and their children.  Employers and employees will lose their right to seek health coverage that respects their values. I urge you to allow all organizations and individuals to offer, sponsor and obtain health coverage that does not violate their moral and religious convictions.",,,
WHD-2011-0001-1413,"Lee, Wendy","Get a grip on life! I grew up on a ranch, it takes everybody that can work to run one. There is nothing wrong with kids working. It teaches life long working skills. The skills learned on ranch/farm or some of very best skills and habits one can learn. There is not enough money in world to change the way I was raised and what I learned on a ranch starting at a very young age. Its what this county full of dead bet kids could use.<br/> Again GET A GRIP ON LIFE!",,,
FNS-2022-0043-77304,Comment on FR Doc # 2023-06666,"Dear Tom Vilsack,<br/><br/>I am writing to voice my support for the USDA’s proposal to strengthen nutrition standards for school meals. Building on the historic progress of the Healthy, Hunger-Free Kids Act, this rule proposes limiting added sugars in school meals for the very first time. School meals that are limited in added sugars and sodium and contain whole grains can help introduce healthy eating habits and can help mitigate chronic health conditions.  <br/><br/>Added Sugars: School breakfasts are far too sugary, and I applaud the USDA’s proposed cap of no more than 10 percent of calories from added sugars, which mirrors the Dietary Guidelines recommendation. I also support USDA’s product-specific added sugars limits.   <br/><br/>Sodium: While these sodium reduction goals represent progress, the final limits do not go far enough and are out of alignment with the Dietary Guidelines’ quantitative recommendations. For instance, children up to age 8 will get 83 percent of their daily recommended sodium limit from breakfast and lunch combined, leaving just 17 percent leftover for snacks and dinner. A 13-year-old will get 77 percent of their daily limit from school breakfast and lunch, and high school students will get 63 percent.  <br/><br/>Whole Grains: The two options proposed by the USDA require less than half of grains offered be whole, which is not aligned with the Dietary Guidelines’ recommendations. I encourage the USDA to strengthen the whole grain-rich requirement. <br/><br/>Healthy, wholesome meals provide children the nutrients they need to grow, develop and learn in and out of the classroom, and the 30 million kids who rely on school meals every day deserve better. It’s time to stop appeasing industry and put the health of kids first.<br/><br/>Sincerely,<br/>Joy Appleton<br/>Asheville, NC",,,
BLM-2017-0002-11006,Comment on FR Doc # 2017-21294,"The U.S. has taken important strides to address dangerous methane pollution and we cant afford to go backward. Leaking, venting, and flaring from natural gas facilities and operations wastes hundreds of millions in taxpayer-owned natural resources and royalties and puts our families at considerable health risk.<br/><br/>Any attempts to delay or dismantle standards limiting dangerous methane pollution, a key contributor to climate change and a waste of taxpayer money, are unacceptable.<br/><br/>Strong protections against methane and toxic pollution from oil and gas production are a win-win, keeping us safer and providing needed revenue that benefits our local schools and infrastructure like roads and bridges. <br/><br/>Delaying critical safeguards against methane pollution puts all of us at risk. If you care about families like mine, I urge you to immediately implement these lifesaving standards.",,,
DOS-2014-0003-39981,Comment on DOS-2014-0003-0001,"Dear Secretary Kerry:<br/><br/>I'm writing to encourage you to approve the construction of the Keystone XL Pipeline as quickly as possible.  The pipeline will provide much needed, good paying jobs for our economy while ensuring our country’s energy and national security.<br/><br/>Please act now.  We cannot afford to wait any longer.",BKM Strategies,,
CFPB-2023-0010-94162,Comment Submitted by James Schoettler,See Attached,,,None
FWS-HQ-NWRS-2022-0106-10464,"Comment from Jensen, Jean","I support the proposed rule to prohibit predator control across the national wildlife refuge system, as found in docket number RIN 1018–BG78.<br/><br/>The refuge system is home to myriad plant and animal species, providing crucial habitats for many iconic and ecologically significant carnivores, including wolves, bears, mountain lions, bobcats and foxes.<br/><br/>Prohibiting predator-control programs on refuges will provide critical protections for native carnivores and promote the biological integrity, diversity and environmental wellbeing of these federal lands. Carnivores are vital for healthy and balanced ecosystems. This proposed rule recognizes that as scores of species become increasingly vulnerable to the impacts of climate change and other threats, protecting biodiversity is necessary for a healthy environment.<br/><br/>Please finalize this rule to safeguard native carnivores on national wildlife refuges.<br/><br/>Sincerely,<br/>Jean Jensen<br/>WA 98338",,,
CMS-2012-0031-113233,CT,Stop the HHS mandate!,,,
FDA-2012-D-0071-0903,Michelle Juarez - Comment,Please stop the testing of tobacco products on animals. This disgusting practice is cruel and unnecessary!,,,
